date,OPEN,HIGH,LOW,CLOSE,PCT_CHG,NAV,NAV_ACC,NAV_ADJ
2019-09-24,,,,,,1.0,1.0,1.0
2019-09-25,,,,,,1.0,1.0,1.0
2019-09-26,,,,,,1.0,1.0,1.0
2019-09-27,,,,,,1.0003,1.0003,1.0003
2019-09-30,,,,,,1.0005,1.0005,1.0005
2019-10-08,,,,,,1.0005,1.0005,1.0005
2019-10-09,,,,,,1.0005,1.0005,1.0005
2019-10-10,,,,,,1.0005,1.0005,1.0005
2019-10-11,,,,,,1.0013,1.0013,1.0013
2019-10-14,,,,,,1.0013,1.0013,1.0013
2019-10-15,,,,,,1.0013,1.0013,1.0013
2019-10-16,,,,,,1.0013,1.0013,1.0013
2019-10-17,,,,,,1.0013,1.0013,1.0013
2019-10-18,,,,,,1.0018,1.0018,1.0018
2019-10-21,,,,,,1.0018,1.0018,1.0018
2019-10-22,,,,,,1.0018,1.0018,1.0018
2019-10-23,,,,,,1.0018,1.0018,1.0018
2019-10-24,,,,,,1.0018,1.0018,1.0018
2019-10-25,,,,,,1.0023,1.0023,1.0023
2019-10-28,,,,,,1.0023,1.0023,1.0023
2019-10-29,,,,,,1.0023,1.0023,1.0023
2019-10-30,,,,,,1.0023,1.0023,1.0023
2019-10-31,,,,,,1.0023,1.0023,1.0023
2019-11-01,,,,,,1.0028,1.0028,1.0028
2019-11-04,,,,,,1.0028,1.0028,1.0028
2019-11-05,,,,,,1.0028,1.0028,1.0028
2019-11-06,,,,,,1.0028,1.0028,1.0028
2019-11-07,,,,,,1.0028,1.0028,1.0028
2019-11-08,,,,,,1.0034,1.0034,1.0034
2019-11-11,,,,,,1.0034,1.0034,1.0034
2019-11-12,,,,,,1.0034,1.0034,1.0034
2019-11-13,,,,,,1.0034,1.0034,1.0034
2019-11-14,,,,,,1.0034,1.0034,1.0034
2019-11-15,,,,,,1.0039,1.0039,1.0039
2019-11-18,,,,,,1.0039,1.0039,1.0039
2019-11-19,,,,,,1.0039,1.0039,1.0039
2019-11-20,,,,,,1.0039,1.0039,1.0039
2019-11-21,,,,,,1.0039,1.0039,1.0039
2019-11-22,,,,,,1.0046,1.0046,1.0046
2019-11-25,,,,,,1.0046,1.0046,1.0046
2019-11-26,,,,,,1.0046,1.0046,1.0046
2019-11-27,,,,,,1.0046,1.0046,1.0046
2019-11-28,,,,,,1.0046,1.0046,1.0046
2019-11-29,,,,,,1.0051,1.0051,1.0051
2019-12-02,,,,,,1.0051,1.0051,1.0051
2019-12-03,,,,,,1.0051,1.0051,1.0051
2019-12-04,,,,,,1.0051,1.0051,1.0051
2019-12-05,,,,,,1.0051,1.0051,1.0051
2019-12-06,,,,,,1.0057,1.0057,1.0057
2019-12-09,,,,,,1.0057,1.0057,1.0057
2019-12-10,,,,,,1.0057,1.0057,1.0057
2019-12-11,,,,,,1.0057,1.0057,1.0057
2019-12-12,,,,,,1.0057,1.0057,1.0057
2019-12-13,,,,,,1.0063,1.0063,1.0063
2019-12-16,,,,,,1.0063,1.0063,1.0063
2019-12-17,,,,,,1.0063,1.0063,1.0063
2019-12-18,,,,,,1.0063,1.0063,1.0063
2019-12-19,,,,,,1.0063,1.0063,1.0063
2019-12-20,,,,,,1.007,1.007,1.007
2019-12-23,,,,,,1.007,1.007,1.007
2019-12-24,,,,,,1.007,1.007,1.007
2019-12-25,,,,,,1.007,1.007,1.007
2019-12-26,,,,,,1.007,1.007,1.007
2019-12-27,,,,,,1.0076,1.0076,1.0076
2019-12-30,,,,,,1.0076,1.0076,1.0076
2019-12-31,,,,,,1.0079,1.0079,1.0079
2020-01-02,,,,,,1.0079,1.0079,1.0079
2020-01-03,,,,,,1.0081,1.0081,1.0081
2020-01-06,,,,,,1.0081,1.0081,1.0081
2020-01-07,,,,,,1.0081,1.0081,1.0081
2020-01-08,,,,,,1.0081,1.0081,1.0081
2020-01-09,,,,,,1.0081,1.0081,1.0081
2020-01-10,,,,,,1.0087,1.0087,1.0087
2020-01-13,,,,,,1.0087,1.0087,1.0087
2020-01-14,,,,,,1.0087,1.0087,1.0087
2020-01-15,,,,,,1.0087,1.0087,1.0087
2020-01-16,,,,,,1.0087,1.0087,1.0087
2020-01-17,,,,,,1.0092,1.0092,1.0092
2020-01-20,,,,,,1.0092,1.0092,1.0092
2020-01-21,,,,,,1.0092,1.0092,1.0092
2020-01-22,,,,,,1.0092,1.0092,1.0092
2020-01-23,,,,,,1.0097,1.0097,1.0097
2020-02-03,,,,,,1.0097,1.0097,1.0097
2020-02-04,,,,,,1.0097,1.0097,1.0097
2020-02-05,,,,,,1.0097,1.0097,1.0097
2020-02-06,,,,,,1.0097,1.0097,1.0097
2020-02-07,,,,,,1.0108,1.0108,1.0108
2020-02-10,,,,,,1.0108,1.0108,1.0108
2020-02-11,,,,,,1.0108,1.0108,1.0108
2020-02-12,,,,,,1.0108,1.0108,1.0108
2020-02-13,,,,,,1.0108,1.0108,1.0108
2020-02-14,,,,,,1.0114,1.0114,1.0114
2020-02-17,,,,,,1.0114,1.0114,1.0114
2020-02-18,,,,,,1.0114,1.0114,1.0114
2020-02-19,,,,,,1.0114,1.0114,1.0114
2020-02-20,,,,,,1.0114,1.0114,1.0114
2020-02-21,,,,,,1.012,1.012,1.012
2020-02-24,,,,,,1.012,1.012,1.012
2020-02-25,,,,,,1.012,1.012,1.012
2020-02-26,,,,,,1.012,1.012,1.012
2020-02-27,,,,,,1.012,1.012,1.012
2020-02-28,,,,,,1.0126,1.0126,1.0126
2020-03-02,,,,,,1.0126,1.0126,1.0126
2020-03-03,,,,,,1.0126,1.0126,1.0126
2020-03-04,,,,,,1.0126,1.0126,1.0126
2020-03-05,,,,,,1.0126,1.0126,1.0126
2020-03-06,,,,,,1.0132,1.0132,1.0132
2020-03-09,,,,,,1.0132,1.0132,1.0132
2020-03-10,,,,,,1.0132,1.0132,1.0132
2020-03-11,,,,,,1.0132,1.0132,1.0132
2020-03-12,,,,,,1.0132,1.0132,1.0132
2020-03-13,,,,,,1.0138,1.0138,1.0138
2020-03-16,,,,,,1.0138,1.0138,1.0138
2020-03-17,,,,,,1.0138,1.0138,1.0138
2020-03-18,,,,,,1.0138,1.0138,1.0138
2020-03-19,,,,,,1.0138,1.0138,1.0138
2020-03-20,,,,,,1.0144,1.0144,1.0144
2020-03-23,,,,,,1.0144,1.0144,1.0144
2020-03-24,,,,,,1.0144,1.0144,1.0144
2020-03-25,,,,,,1.0144,1.0144,1.0144
2020-03-26,,,,,,1.0144,1.0144,1.0144
2020-03-27,,,,,,1.0157,1.0157,1.0157
2020-03-30,,,,,,1.0157,1.0157,1.0157
2020-03-31,,,,,,1.016,1.016,1.016
2020-04-01,,,,,,1.016,1.016,1.016
2020-04-02,,,,,,1.016,1.016,1.016
2020-04-03,,,,,,1.0163,1.0163,1.0163
2020-04-07,,,,,,1.0163,1.0163,1.0163
2020-04-08,,,,,,1.0163,1.0163,1.0163
2020-04-09,,,,,,1.0163,1.0163,1.0163
2020-04-10,,,,,,1.017,1.017,1.017
2020-04-13,,,,,,1.017,1.017,1.017
2020-04-14,,,,,,1.017,1.017,1.017
2020-04-15,,,,,,1.017,1.017,1.017
2020-04-16,,,,,,1.017,1.017,1.017
2020-04-17,,,,,,1.0176,1.0176,1.0176
2020-04-20,,,,,,1.0176,1.0176,1.0176
2020-04-21,,,,,,1.0176,1.0176,1.0176
2020-04-22,,,,,,1.0176,1.0176,1.0176
2020-04-23,,,,,,1.0176,1.0176,1.0176
