date,OPEN,HIGH,LOW,CLOSE,PCT_CHG,NAV,NAV_ACC,NAV_ADJ
2017-03-20,,,,,,1.0,1.0,1.0
2017-03-21,,,,,,1.0,1.0,1.0
2017-03-22,,,,,,1.0,1.0,1.0
2017-03-23,,,,,,1.0,1.0,1.0
2017-03-24,,,,,,1.004,1.004,1.004
2017-03-27,,,,,,1.004,1.004,1.004
2017-03-28,,,,,,1.004,1.004,1.004
2017-03-29,,,,,,1.004,1.004,1.004
2017-03-30,,,,,,1.004,1.004,1.004
2017-03-31,,,,,,1.002,1.002,1.002
2017-04-05,,,,,,1.002,1.002,1.002
2017-04-06,,,,,,1.002,1.002,1.002
2017-04-07,,,,,,1.007,1.007,1.007
2017-04-10,,,,,,1.007,1.007,1.007
2017-04-11,,,,,,1.007,1.007,1.007
2017-04-12,,,,,,1.007,1.007,1.007
2017-04-13,,,,,,1.007,1.007,1.007
2017-04-14,,,,,,1.004,1.004,1.004
2017-04-17,,,,,,1.004,1.004,1.004
2017-04-18,,,,,,1.004,1.004,1.004
2017-04-19,,,,,,1.004,1.004,1.004
2017-04-20,,,,,,1.004,1.004,1.004
2017-04-21,,,,,,1.016,1.016,1.016
2017-04-24,,,,,,1.016,1.016,1.016
2017-04-25,,,,,,1.016,1.016,1.016
2017-04-26,,,,,,1.016,1.016,1.016
2017-04-27,,,,,,1.016,1.016,1.016
2017-04-28,,,,,,1.016,1.016,1.016
2017-05-02,,,,,,1.016,1.016,1.016
2017-05-03,,,,,,1.016,1.016,1.016
2017-05-04,,,,,,1.016,1.016,1.016
2017-05-05,,,,,,1.018,1.018,1.018
2017-05-08,,,,,,1.018,1.018,1.018
2017-05-09,,,,,,1.018,1.018,1.018
2017-05-10,,,,,,1.018,1.018,1.018
2017-05-11,,,,,,1.018,1.018,1.018
2017-05-12,,,,,,1.024,1.024,1.024
2017-05-15,,,,,,1.024,1.024,1.024
2017-05-16,,,,,,1.024,1.024,1.024
2017-05-17,,,,,,1.024,1.024,1.024
2017-05-18,,,,,,1.024,1.024,1.024
2017-05-19,,,,,,1.026,1.026,1.026
2017-05-22,,,,,,1.031,1.031,1.031
2017-05-23,,,,,,1.035,1.035,1.035
2017-05-24,,,,,,1.035,1.035,1.035
2017-05-25,,,,,,1.043,1.043,1.043
2017-05-26,,,,,,1.041,1.041,1.041
2017-05-31,,,,,,1.035,1.035,1.035
2017-06-01,,,,,,1.039,1.039,1.039
2017-06-02,,,,,,1.034,1.034,1.034
2017-06-05,,,,,,1.031,1.031,1.031
2017-06-06,,,,,,1.038,1.038,1.038
2017-06-07,,,,,,1.05,1.05,1.05
2017-06-08,,,,,,1.057,1.057,1.057
2017-06-09,,,,,,1.064,1.064,1.064
2017-06-12,,,,,,1.065,1.065,1.065
2017-06-13,,,,,,1.065,1.065,1.065
2017-06-14,,,,,,1.055,1.055,1.055
2017-06-15,,,,,,1.052,1.052,1.052
2017-06-16,,,,,,1.05,1.05,1.05
2017-06-19,,,,,,1.061,1.061,1.061
2017-06-20,,,,,,1.06,1.06,1.06
2017-06-21,,,,,,1.071,1.071,1.071
2017-06-22,,,,,,1.077,1.077,1.077
2017-06-23,,,,,,1.09,1.09,1.09
2017-06-26,,,,,,1.097,1.097,1.097
2017-06-27,,,,,,1.103,1.103,1.103
2017-06-28,,,,,,1.091,1.091,1.091
2017-06-29,,,,,,1.104,1.104,1.104
2017-06-30,,,,,,1.103,1.103,1.103
