date,OPEN,HIGH,LOW,CLOSE,PCT_CHG,NAV,NAV_ACC,NAV_ADJ
2021-01-20,,,,,,1.0,1.0,1.0
2021-01-21,,,,,,1.0,1.0,1.0
2021-01-22,,,,,,1.0023,1.0023,1.0023
2021-01-25,,,,,,1.0023,1.0023,1.0023
2021-01-26,,,,,,1.0023,1.0023,1.0023
2021-01-27,,,,,,1.0023,1.0023,1.0023
2021-01-28,,,,,,1.0023,1.0023,1.0023
2021-01-29,,,,,,0.9798,0.9798,0.9798
2021-02-01,,,,,,0.9798,0.9798,0.9798
2021-02-02,,,,,,0.9798,0.9798,0.9798
2021-02-03,,,,,,0.9798,0.9798,0.9798
2021-02-04,,,,,,0.9798,0.9798,0.9798
2021-02-05,,,,,,1.01,1.01,1.01
2021-02-08,,,,,,1.01,1.01,1.01
2021-02-09,,,,,,1.01,1.01,1.01
2021-02-10,,,,,,1.0611,1.0611,1.0611
2021-02-18,,,,,,1.0611,1.0611,1.0611
2021-02-19,,,,,,1.0357,1.0357,1.0357
2021-02-22,,,,,,1.0357,1.0357,1.0357
2021-02-23,,,,,,1.0357,1.0357,1.0357
2021-02-24,,,,,,1.0357,1.0357,1.0357
2021-02-25,,,,,,1.0357,1.0357,1.0357
2021-02-26,,,,,,0.938,0.938,0.938
2021-03-01,,,,,,0.938,0.938,0.938
2021-03-02,,,,,,0.938,0.938,0.938
2021-03-03,,,,,,0.938,0.938,0.938
2021-03-04,,,,,,0.938,0.938,0.938
2021-03-05,,,,,,0.9165,0.9165,0.9165
2021-03-08,,,,,,0.9165,0.9165,0.9165
2021-03-09,,,,,,0.9165,0.9165,0.9165
2021-03-10,,,,,,0.9165,0.9165,0.9165
2021-03-11,,,,,,0.9165,0.9165,0.9165
2021-03-12,,,,,,0.8988,0.8988,0.8988
2021-03-15,,,,,,0.8783,0.8783,0.8783
2021-03-16,,,,,,0.8887,0.8887,0.8887
2021-03-17,,,,,,0.8912,0.8912,0.8912
2021-03-18,,,,,,0.8999,0.8999,0.8999
2021-03-19,,,,,,0.8755,0.8755,0.8755
2021-03-22,,,,,,0.8812,0.8812,0.8812
2021-03-23,,,,,,0.8705,0.8705,0.8705
2021-03-24,,,,,,0.8547,0.8547,0.8547
2021-03-25,,,,,,0.8554,0.8554,0.8554
2021-03-26,,,,,,0.8776,0.8776,0.8776
2021-03-29,,,,,,0.8799,0.8799,0.8799
2021-03-30,,,,,,0.8899,0.8899,0.8899
2021-03-31,,,,,,0.8798,0.8798,0.8798
2021-04-01,,,,,,0.8937,0.8937,0.8937
2021-04-02,,,,,,0.906,0.906,0.906
2021-04-06,,,,,,0.9011,0.9011,0.9011
2021-04-07,,,,,,0.8944,0.8944,0.8944
2021-04-08,,,,,,0.8988,0.8988,0.8988
2021-04-09,,,,,,0.8842,0.8842,0.8842
2021-04-12,,,,,,0.867,0.867,0.867
2021-04-13,,,,,,0.8664,0.8664,0.8664
2021-04-14,,,,,,0.8774,0.8774,0.8774
2021-04-15,,,,,,0.8722,0.8722,0.8722
2021-04-16,,,,,,0.8721,0.8721,0.8721
2021-04-19,,,,,,0.8964,0.8964,0.8964
2021-04-20,,,,,,0.8984,0.8984,0.8984
2021-04-21,,,,,,0.903,0.903,0.903
2021-04-22,,,,,,0.9035,0.9035,0.9035
2021-04-23,,,,,,0.9145,0.9145,0.9145
2021-04-26,,,,,,0.9051,0.9051,0.9051
2021-04-27,,,,,,0.9104,0.9104,0.9104
2021-04-28,,,,,,0.92,0.92,0.92
2021-04-29,,,,,,0.9236,0.9236,0.9236
2021-04-30,,,,,,0.9212,0.9212,0.9212
2021-05-06,,,,,,0.9068,0.9068,0.9068
2021-05-07,,,,,,0.8885,0.8885,0.8885
2021-05-10,,,,,,0.8893,0.8893,0.8893
2021-05-11,,,,,,0.8913,0.8913,0.8913
2021-05-12,,,,,,0.8981,0.8981,0.8981
2021-05-13,,,,,,0.888,0.888,0.888
2021-05-14,,,,,,0.9065,0.9065,0.9065
2021-05-17,,,,,,0.9253,0.9253,0.9253
2021-05-18,,,,,,0.9249,0.9249,0.9249
2021-05-19,,,,,,0.924,0.924,0.924
2021-05-20,,,,,,0.929,0.929,0.929
2021-05-21,,,,,,0.9204,0.9204,0.9204
2021-05-24,,,,,,0.9238,0.9238,0.9238
2021-05-25,,,,,,0.9534,0.9534,0.9534
2021-05-26,,,,,,0.9512,0.9512,0.9512
2021-05-27,,,,,,0.9547,0.9547,0.9547
2021-05-28,,,,,,0.952,0.952,0.952
2021-05-31,,,,,,0.9592,0.9592,0.9592
2021-06-01,,,,,,0.9606,0.9606,0.9606
2021-06-02,,,,,,0.9504,0.9504,0.9504
2021-06-03,,,,,,0.9447,0.9447,0.9447
2021-06-04,,,,,,0.9517,0.9517,0.9517
2021-06-07,,,,,,0.9515,0.9515,0.9515
2021-06-08,,,,,,0.9385,0.9385,0.9385
2021-06-09,,,,,,0.9398,0.9398,0.9398
2021-06-10,,,,,,0.9501,0.9501,0.9501
2021-06-11,,,,,,0.9444,0.9444,0.9444
2021-06-15,,,,,,0.9377,0.9377,0.9377
2021-06-16,,,,,,0.9147,0.9147,0.9147
2021-06-17,,,,,,0.9237,0.9237,0.9237
2021-06-18,,,,,,0.9286,0.9286,0.9286
2021-06-21,,,,,,0.9313,0.9313,0.9313
2021-06-22,,,,,,0.9407,0.9407,0.9407
2021-06-23,,,,,,0.9476,0.9476,0.9476
2021-06-24,,,,,,0.9444,0.9444,0.9444
2021-06-25,,,,,,0.9626,0.9626,0.9626
2021-06-28,,,,,,0.9663,0.9663,0.9663
2021-06-29,,,,,,0.9593,0.9593,0.9593
2021-06-30,,,,,,0.97,0.97,0.97
2021-07-01,,,,,,0.9728,0.9728,0.9728
2021-07-02,,,,,,0.9425,0.9425,0.9425
2021-07-05,,,,,,0.9521,0.9521,0.9521
2021-07-06,,,,,,0.9506,0.9506,0.9506
