date,OPEN,HIGH,LOW,CLOSE,PCT_CHG,NAV,NAV_ACC,NAV_ADJ
2017-04-20,,,,,,1.0,1.0,1.0
2017-04-21,,,,,,1.0001,1.0001,1.0001
2017-04-24,,,,,,1.0001,1.0001,1.0001
2017-04-25,,,,,,1.0001,1.0001,1.0001
2017-04-26,,,,,,1.0001,1.0001,1.0001
2017-04-27,,,,,,1.0001,1.0001,1.0001
2017-04-28,,,,,,1.0009,1.0009,1.0009
2017-05-02,,,,,,1.0009,1.0009,1.0009
2017-05-03,,,,,,1.0009,1.0009,1.0009
2017-05-04,,,,,,1.0009,1.0009,1.0009
2017-05-05,,,,,,1.0016,1.0016,1.0016
2017-05-08,,,,,,1.0016,1.0016,1.0016
2017-05-09,,,,,,1.0016,1.0016,1.0016
2017-05-10,,,,,,1.0016,1.0016,1.0016
2017-05-11,,,,,,1.0016,1.0016,1.0016
2017-05-12,,,,,,1.0023,1.0023,1.0023
2017-05-15,,,,,,1.0023,1.0023,1.0023
2017-05-16,,,,,,1.0023,1.0023,1.0023
2017-05-17,,,,,,1.0023,1.0023,1.0023
2017-05-18,,,,,,1.0023,1.0023,1.0023
2017-05-19,,,,,,1.0031,1.0031,1.0031
2017-05-22,,,,,,1.0031,1.0031,1.0031
2017-05-23,,,,,,1.0031,1.0031,1.0031
2017-05-24,,,,,,1.0031,1.0031,1.0031
2017-05-25,,,,,,1.0031,1.0031,1.0031
2017-05-26,,,,,,1.0038,1.0038,1.0038
2017-05-31,,,,,,1.0038,1.0038,1.0038
2017-06-01,,,,,,1.0038,1.0038,1.0038
2017-06-02,,,,,,1.0046,1.0046,1.0046
2017-06-05,,,,,,1.0046,1.0046,1.0046
2017-06-06,,,,,,1.0046,1.0046,1.0046
2017-06-07,,,,,,1.0046,1.0046,1.0046
2017-06-08,,,,,,1.0046,1.0046,1.0046
2017-06-09,,,,,,1.0053,1.0053,1.0053
2017-06-12,,,,,,1.0053,1.0053,1.0053
2017-06-13,,,,,,1.0053,1.0053,1.0053
2017-06-14,,,,,,1.0053,1.0053,1.0053
2017-06-15,,,,,,1.0053,1.0053,1.0053
2017-06-16,,,,,,1.006,1.006,1.006
2017-06-19,,,,,,1.006,1.006,1.006
2017-06-20,,,,,,1.006,1.006,1.006
2017-06-21,,,,,,1.006,1.006,1.006
2017-06-22,,,,,,1.006,1.006,1.006
2017-06-23,,,,,,1.0067,1.0067,1.0067
2017-06-26,,,,,,1.0067,1.0067,1.0067
2017-06-27,,,,,,1.0067,1.0067,1.0067
2017-06-28,,,,,,1.0067,1.0067,1.0067
2017-06-29,,,,,,1.0067,1.0067,1.0067
2017-06-30,,,,,,1.008,1.008,1.008
2017-07-03,,,,,,1.008,1.008,1.008
2017-07-04,,,,,,1.008,1.008,1.008
2017-07-05,,,,,,1.008,1.008,1.008
2017-07-06,,,,,,1.008,1.008,1.008
2017-07-07,,,,,,1.0092,1.0092,1.0092
2017-07-10,,,,,,1.0092,1.0092,1.0092
2017-07-11,,,,,,1.0092,1.0092,1.0092
2017-07-12,,,,,,1.0092,1.0092,1.0092
2017-07-13,,,,,,1.0092,1.0092,1.0092
2017-07-14,,,,,,1.01,1.01,1.01
2017-07-17,,,,,,1.01,1.01,1.01
2017-07-18,,,,,,1.01,1.01,1.01
2017-07-19,,,,,,1.01,1.01,1.01
2017-07-20,,,,,,1.01,1.01,1.01
2017-07-21,,,,,,1.0109,1.0109,1.0109
2017-07-24,,,,,,1.0109,1.0109,1.0109
2017-07-25,,,,,,1.0109,1.0109,1.0109
2017-07-26,,,,,,1.0109,1.0109,1.0109
2017-07-27,,,,,,1.0109,1.0109,1.0109
2017-07-28,,,,,,1.0116,1.0116,1.0116
2017-07-31,,,,,,1.0116,1.0116,1.0116
2017-08-01,,,,,,1.0116,1.0116,1.0116
2017-08-02,,,,,,1.0116,1.0116,1.0116
2017-08-03,,,,,,1.0116,1.0116,1.0116
2017-08-04,,,,,,1.0124,1.0124,1.0124
2017-08-07,,,,,,1.0124,1.0124,1.0124
2017-08-08,,,,,,1.0124,1.0124,1.0124
2017-08-09,,,,,,1.0124,1.0124,1.0124
2017-08-10,,,,,,1.0124,1.0124,1.0124
