date,NAV,NAV_ACC,NAV_ADJ,OPEN,HIGH,LOW,CLOSE,PCT_CHG
2011-10-25,1.348,1.518,1.5016949160000002,,,,,
2011-10-26,1.361,1.531,1.516177137,,,,,
2011-10-27,1.373,1.543,1.529545341,,,,,
2011-10-28,1.401,1.571,1.560737817,,,,,
2011-10-31,1.403,1.573,1.5629658510000002,,,,,
2011-11-01,1.405,1.575,1.565193885,,,,,
2011-11-02,1.423,1.593,1.5852461910000002,,,,,
2011-11-03,1.425,1.595,1.587474225,,,,,
2011-11-04,1.429,1.599,1.591930293,,,,,
2011-11-07,1.415,1.585,1.576334055,,,,,
2011-11-08,1.407,1.577,1.567421919,,,,,
2011-11-09,1.421,1.591,1.583018157,,,,,
2011-11-10,1.408,1.578,1.568535936,,,,,
2011-11-11,1.407,1.577,1.567421919,,,,,
2011-11-14,1.434,1.604,1.597500378,,,,,
2011-11-15,1.431,1.601,1.5941583270000002,,,,,
2011-11-16,1.402,1.572,1.561851834,,,,,
2011-11-17,1.4,1.57,1.5596238,,,,,
2011-11-18,1.373,1.543,1.529545341,,,,,
2011-11-21,1.367,1.537,1.522861239,,,,,
2011-11-22,1.37,1.54,1.5262032900000002,,,,,
2011-11-23,1.368,1.538,1.5239752560000002,,,,,
2011-11-24,1.375,1.545,1.531773375,,,,,
2011-11-25,1.372,1.542,1.5284313240000005,,,,,
2011-11-28,1.377,1.547,1.534001409,,,,,
2011-11-29,1.39,1.56,1.54848363,,,,,
2011-11-30,1.372,1.542,1.5284313240000005,,,,,
2011-12-01,1.392,1.562,1.550711664,,,,,
2011-12-02,1.081,1.551,1.535091346,,,,,
2011-12-05,1.066,1.536,1.513790356,,,,,
2011-12-06,1.063,1.533,1.509530158,,,,,
2011-12-07,1.068,1.538,1.516630488,,,,,
2011-12-08,1.066,1.536,1.513790356,,,,,
2011-12-09,1.057,1.527,1.501009762,,,,,
2011-12-12,1.049,1.519,1.489649234,,,,,
2011-12-13,1.031,1.501,1.464088046,,,,,
2011-12-14,1.023,1.493,1.452727518,,,,,
2011-12-15,1.007,1.477,1.430006462,,,,,
2011-12-16,1.029,1.499,1.461247914,,,,,
2011-12-19,1.029,1.499,1.461247914,,,,,
2011-12-20,1.03,1.5,1.4626679800000002,,,,,
2011-12-21,1.014,1.484,1.439946924,,,,,
2011-12-22,1.015,1.485,1.44136699,,,,,
2011-12-23,1.021,1.491,1.449887386,,,,,
2011-12-26,1.008,1.478,1.431426528,,,,,
2011-12-27,0.987,1.457,1.401605142,,,,,
2011-12-28,0.98,1.45,1.39166468,,,,,
2011-12-29,0.983,1.453,1.395924878,,,,,
2011-12-30,0.995,1.465,1.41296567,,,,,
2012-01-04,0.97,1.44,1.37746402,,,,,
2012-01-05,0.947,1.417,1.344802502,,,,,
2012-01-06,0.944,1.414,1.340542304,,,,,
2012-01-09,0.967,1.437,1.373203822,,,,,
2012-01-10,0.996,1.466,1.414385736,,,,,
2012-01-11,0.997,1.467,1.415805802,,,,,
2012-01-12,0.99,1.46,1.40586534,,,,,
2012-01-13,0.968,1.438,1.374623888,,,,,
2012-01-16,0.938,1.408,1.332021908,,,,,
2012-01-17,0.972,1.442,1.380304152,,,,,
2012-01-18,0.95,1.42,1.3490627,,,,,
2012-01-19,0.963,1.433,1.367523558,,,,,
2012-01-20,0.987,1.457,1.401605142,,,,,
2012-01-30,0.979,1.449,1.390244614,,,,,
2012-01-31,0.979,1.449,1.390244614,,,,,
2012-02-01,0.975,1.445,1.38456435,,,,,
2012-02-02,0.992,1.462,1.408705472,,,,,
2012-02-03,1.001,1.471,1.421486066,,,,,
2012-02-06,1.003,1.473,1.424326198,,,,,
2012-02-07,0.994,1.464,1.411545604,,,,,
2012-02-08,1.011,1.481,1.435686726,,,,,
2012-02-09,1.015,1.485,1.44136699,,,,,
2012-02-10,1.018,1.488,1.445627188,,,,,
2012-02-13,1.018,1.488,1.445627188,,,,,
2012-02-14,1.017,1.487,1.444207122,,,,,
2012-02-15,1.025,1.495,1.45556765,,,,,
2012-02-16,1.023,1.493,1.452727518,,,,,
2012-02-17,1.025,1.495,1.45556765,,,,,
2012-02-20,1.03,1.5,1.4626679800000002,,,,,
2012-02-21,1.037,1.507,1.472608442,,,,,
2012-02-22,1.051,1.521,1.492489366,,,,,
2012-02-23,1.054,1.524,1.496749564,,,,,
2012-02-24,1.068,1.538,1.516630488,,,,,
2012-02-27,1.072,1.542,1.522310752,,,,,
2012-02-28,1.072,1.542,1.522310752,,,,,
2012-02-29,1.065,1.535,1.51237029,,,,,
2012-03-01,1.066,1.536,1.513790356,,,,,
2012-03-02,1.084,1.554,1.539351544,,,,,
2012-03-05,1.082,1.552,1.536511412,,,,,
2012-03-06,1.073,1.543,1.523730818,,,,,
2012-03-07,1.066,1.536,1.513790356,,,,,
2012-03-08,1.074,1.544,1.525150884,,,,,
2012-03-09,1.087,1.557,1.543611742,,,,,
2012-03-12,1.092,1.562,1.5507120720000005,,,,,
2012-03-13,1.102,1.572,1.5649127320000005,,,,,
2012-03-14,1.076,1.546,1.527991016,,,,,
2012-03-15,1.073,1.543,1.523730818,,,,,
2012-03-16,1.088,1.558,1.545031808,,,,,
2012-03-19,1.092,1.562,1.5507120720000005,,,,,
2012-03-20,1.075,1.545,1.52657095,,,,,
2012-03-21,1.068,1.538,1.516630488,,,,,
2012-03-22,1.064,1.534,1.510950224,,,,,
2012-03-23,1.05,1.52,1.4910693000000002,,,,,
2012-03-26,1.055,1.525,1.49816963,,,,,
2012-03-27,1.049,1.519,1.489649234,,,,,
2012-03-28,1.025,1.495,1.45556765,,,,,
2012-03-29,1.018,1.488,1.445627188,,,,,
2012-03-30,1.024,1.494,1.454147584,,,,,
2012-04-05,1.042,1.512,1.4797087720000002,,,,,
2012-04-06,1.045,1.515,1.48396897,,,,,
2012-04-09,1.042,1.512,1.4797087720000002,,,,,
2012-04-10,1.049,1.519,1.489649234,,,,,
2012-04-11,1.05,1.52,1.4910693000000002,,,,,
2012-04-12,1.063,1.533,1.509530158,,,,,
2012-04-13,1.065,1.535,1.51237029,,,,,
2012-04-16,1.061,1.531,1.506690026,,,,,
2012-04-17,1.05,1.52,1.4910693000000002,,,,,
2012-04-18,1.068,1.538,1.516630488,,,,,
2012-04-19,1.061,1.531,1.506690026,,,,,
2012-04-20,1.065,1.535,1.51237029,,,,,
2012-04-23,1.055,1.525,1.49816963,,,,,
2012-04-24,1.047,1.517,1.486809102,,,,,
2012-04-25,1.057,1.527,1.501009762,,,,,
2012-04-26,1.058,1.528,1.502429828,,,,,
2012-04-27,1.058,1.528,1.502429828,,,,,
2012-05-02,1.074,1.544,1.525150884,,,,,
2012-05-03,1.079,1.549,1.532251214,,,,,
2012-05-04,1.089,1.559,1.546451874,,,,,
2012-05-07,1.096,1.566,1.5563923360000005,,,,,
2012-05-08,1.092,1.562,1.5507120720000005,,,,,
2012-05-09,1.077,1.547,1.529411082,,,,,
2012-05-10,1.075,1.545,1.52657095,,,,,
2012-05-11,1.073,1.543,1.523730818,,,,,
2012-05-14,1.069,1.539,1.518050554,,,,,
2012-05-15,1.067,1.537,1.515210422,,,,,
2012-05-16,1.055,1.525,1.49816963,,,,,
2012-05-17,1.063,1.533,1.509530158,,,,,
2012-05-18,1.05,1.52,1.4910693000000002,,,,,
2012-05-21,1.052,1.522,1.493909432,,,,,
2012-05-22,1.065,1.535,1.51237029,,,,,
2012-05-23,1.066,1.536,1.513790356,,,,,
2012-05-24,1.056,1.526,1.499589696,,,,,
2012-05-25,1.047,1.517,1.486809102,,,,,
2012-05-28,1.065,1.535,1.51237029,,,,,
2012-05-29,1.075,1.545,1.52657095,,,,,
2012-05-30,1.074,1.544,1.525150884,,,,,
2012-05-31,1.077,1.547,1.529411082,,,,,
2012-06-01,1.081,1.551,1.535091346,,,,,
2012-06-04,1.061,1.531,1.506690026,,,,,
2012-06-05,1.062,1.532,1.508110092,,,,,
2012-06-06,1.06,1.53,1.50526996,,,,,
2012-06-07,1.059,1.529,1.503849894,,,,,
2012-06-08,1.052,1.522,1.493909432,,,,,
2012-06-11,1.07,1.54,1.51947062,,,,,
2012-06-12,1.069,1.539,1.518050554,,,,,
2012-06-13,1.085,1.555,1.54077161,,,,,
2012-06-14,1.08,1.55,1.53367128,,,,,
2012-06-15,1.078,1.548,1.530831148,,,,,
2012-06-18,1.087,1.557,1.543611742,,,,,
2012-06-19,1.082,1.552,1.536511412,,,,,
2012-06-20,1.083,1.553,1.537931478,,,,,
2012-06-21,1.077,1.547,1.529411082,,,,,
2012-06-25,1.06,1.53,1.50526996,,,,,
2012-06-26,1.062,1.532,1.508110092,,,,,
2012-06-27,1.07,1.54,1.51947062,,,,,
2012-06-28,1.061,1.531,1.506690026,,,,,
2012-06-29,1.075,1.545,1.52657095,,,,,
2012-07-02,1.086,1.556,1.542191676,,,,,
2012-07-03,1.096,1.566,1.5563923360000005,,,,,
2012-07-04,1.092,1.562,1.5507120720000005,,,,,
2012-07-05,1.082,1.552,1.536511412,,,,,
2012-07-06,1.098,1.568,1.5592324680000005,,,,,
2012-07-09,1.098,1.568,1.5592324680000005,,,,,
2012-07-10,1.091,1.561,1.549292006,,,,,
2012-07-11,1.098,1.568,1.5592324680000005,,,,,
2012-07-12,1.106,1.576,1.5705929960000002,,,,,
2012-07-13,1.109,1.579,1.574853194,,,,,
2012-07-16,1.084,1.554,1.539351544,,,,,
2012-07-17,1.083,1.553,1.537931478,,,,,
2012-07-18,1.073,1.543,1.523730818,,,,,
2012-07-19,1.076,1.546,1.527991016,,,,,
2012-07-20,1.07,1.54,1.51947062,,,,,
2012-07-23,1.063,1.533,1.509530158,,,,,
2012-07-24,1.072,1.542,1.522310752,,,,,
2012-07-25,1.069,1.539,1.518050554,,,,,
2012-07-26,1.061,1.531,1.506690026,,,,,
2012-07-27,1.059,1.529,1.503849894,,,,,
2012-07-30,1.05,1.52,1.4910693000000002,,,,,
2012-07-31,1.05,1.52,1.4910693000000002,,,,,
2012-08-01,1.06,1.53,1.50526996,,,,,
2012-08-02,1.054,1.524,1.496749564,,,,,
2012-08-03,1.07,1.54,1.51947062,,,,,
2012-08-06,1.087,1.557,1.543611742,,,,,
2012-08-07,1.09,1.56,1.5478719400000005,,,,,
2012-08-08,1.086,1.556,1.542191676,,,,,
2012-08-09,1.103,1.573,1.566332798,,,,,
2012-08-10,1.1,1.57,1.5620726000000005,,,,,
2012-08-13,1.087,1.557,1.543611742,,,,,
2012-08-14,1.087,1.557,1.543611742,,,,,
2012-08-15,1.077,1.547,1.529411082,,,,,
2012-08-16,1.072,1.542,1.522310752,,,,,
2012-08-17,1.066,1.536,1.513790356,,,,,
2012-08-20,1.065,1.535,1.51237029,,,,,
2012-08-21,1.076,1.546,1.527991016,,,,,
2012-08-22,1.069,1.539,1.518050554,,,,,
2012-08-23,1.068,1.538,1.516630488,,,,,
2012-08-24,1.053,1.523,1.495329498,,,,,
2012-08-27,1.039,1.509,1.4754485739999998,,,,,
2012-08-28,1.041,1.511,1.4782887059999998,,,,,
2012-08-29,1.038,1.508,1.4740285080000002,,,,,
2012-08-30,1.024,1.494,1.454147584,,,,,
2012-08-31,1.028,1.498,1.459827848,,,,,
2012-09-03,1.048,1.518,1.4882291680000002,,,,,
2012-09-04,1.044,1.514,1.4825489040000002,,,,,
2012-09-05,1.049,1.519,1.489649234,,,,,
2012-09-06,1.056,1.526,1.499589696,,,,,
2012-09-07,1.081,1.551,1.535091346,,,,,
2012-09-10,1.083,1.553,1.537931478,,,,,
2012-09-11,1.081,1.551,1.535091346,,,,,
2012-09-12,1.085,1.555,1.54077161,,,,,
2012-09-13,1.079,1.549,1.532251214,,,,,
2012-09-14,1.074,1.544,1.525150884,,,,,
2012-09-17,1.053,1.523,1.495329498,,,,,
2012-09-18,1.049,1.519,1.489649234,,,,,
2012-09-19,1.05,1.52,1.4910693000000002,,,,,
2012-09-20,1.035,1.505,1.46976831,,,,,
2012-09-21,1.032,1.502,1.4655081120000002,,,,,
2012-09-24,1.037,1.507,1.472608442,,,,,
2012-09-25,1.038,1.508,1.4740285080000002,,,,,
2012-09-26,1.022,1.492,1.451307452,,,,,
2012-09-27,1.041,1.511,1.4782887059999998,,,,,
2012-09-28,1.056,1.526,1.499589696,,,,,
2012-10-08,1.051,1.521,1.492489366,,,,,
2012-10-09,1.074,1.544,1.525150884,,,,,
2012-10-10,1.08,1.55,1.53367128,,,,,
2012-10-11,1.073,1.543,1.523730818,,,,,
2012-10-12,1.07,1.54,1.51947062,,,,,
2012-10-15,1.072,1.542,1.522310752,,,,,
2012-10-16,1.076,1.546,1.527991016,,,,,
2012-10-17,1.076,1.546,1.527991016,,,,,
2012-10-18,1.091,1.561,1.549292006,,,,,
2012-10-19,1.091,1.561,1.549292006,,,,,
2012-10-22,1.097,1.567,1.557812402,,,,,
2012-10-23,1.083,1.553,1.537931478,,,,,
2012-10-24,1.08,1.55,1.53367128,,,,,
2012-10-25,1.07,1.54,1.51947062,,,,,
2012-10-26,1.064,1.534,1.510950224,,,,,
2012-10-29,1.065,1.535,1.51237029,,,,,
2012-10-30,1.072,1.542,1.522310752,,,,,
2012-10-31,1.08,1.55,1.53367128,,,,,
2012-11-01,1.095,1.565,1.55497227,,,,,
2012-11-02,1.096,1.566,1.5563923360000005,,,,,
2012-11-05,1.087,1.557,1.543611742,,,,,
2012-11-06,1.084,1.554,1.539351544,,,,,
2012-11-07,1.079,1.549,1.532251214,,,,,
2012-11-08,1.067,1.537,1.515210422,,,,,
2012-11-09,1.06,1.53,1.50526996,,,,,
2012-11-12,1.058,1.528,1.502429828,,,,,
2012-11-13,1.043,1.513,1.481128838,,,,,
2012-11-14,1.043,1.513,1.481128838,,,,,
2012-11-15,1.034,1.504,1.4683482440000002,,,,,
2012-11-16,1.027,1.497,1.458407782,,,,,
2012-11-19,1.025,1.495,1.45556765,,,,,
2012-11-20,1.027,1.497,1.458407782,,,,,
2012-11-21,1.032,1.502,1.4655081120000002,,,,,
2012-11-22,1.018,1.488,1.445627188,,,,,
2012-11-23,1.021,1.491,1.449887386,,,,,
2012-11-26,1.01,1.48,1.43426666,,,,,
2012-11-27,0.996,1.466,1.414385736,,,,,
2012-11-28,0.985,1.455,1.39876501,,,,,
2012-11-29,0.985,1.455,1.39876501,,,,,
2012-11-30,1.0,1.47,1.420066,,,,,
2012-12-03,0.999,1.469,1.418645934,,,,,
2012-12-04,1.007,1.477,1.430006462,,,,,
2012-12-05,1.04,1.51,1.4768686400000002,,,,,
2012-12-06,1.038,1.508,1.4740285080000002,,,,,
2012-12-07,1.053,1.523,1.495329498,,,,,
2012-12-10,1.062,1.532,1.508110092,,,,,
2012-12-11,1.061,1.531,1.506690026,,,,,
2012-12-12,1.059,1.529,1.503849894,,,,,
2012-12-13,1.053,1.523,1.495329498,,,,,
2012-12-14,1.097,1.567,1.557812402,,,,,
2012-12-17,1.087,1.557,1.543611742,,,,,
2012-12-18,1.076,1.546,1.527991016,,,,,
2012-12-19,1.08,1.55,1.53367128,,,,,
2012-12-20,1.088,1.558,1.545031808,,,,,
2012-12-21,1.092,1.562,1.5507120720000005,,,,,
2012-12-24,1.11,1.58,1.5762732600000002,,,,,
2012-12-25,1.14,1.61,1.61887524,,,,,
2012-12-26,1.155,1.625,1.64017623,,,,,
2012-12-27,1.148,1.618,1.630235768,,,,,
2012-12-28,1.165,1.635,1.6543768900000002,,,,,
2012-12-31,1.182,1.652,1.678518012,,,,,
2013-01-04,1.17,1.64,1.66147722,,,,,
2013-01-07,1.184,1.654,1.681358144,,,,,
2013-01-08,1.183,1.653,1.6799380780000002,,,,,
2013-01-09,1.186,1.656,1.684198276,,,,,
2013-01-10,1.192,1.662,1.692718672,,,,,
2013-01-11,1.177,1.647,1.6714176820000002,,,,,
2013-01-14,1.223,1.693,1.7367407180000003,,,,,
2013-01-15,1.235,1.705,1.7537815100000005,,,,,
2013-01-16,1.233,1.703,1.7509413780000005,,,,,
2013-01-17,1.229,1.699,1.7452611140000005,,,,,
2013-01-18,1.255,1.725,1.78218283,,,,,
2013-01-21,1.264,1.734,1.794963424,,,,,
2013-01-22,1.257,1.727,1.785022962,,,,,
2013-01-23,1.254,1.734,1.795043316,,,,,
2013-01-24,1.243,1.723,1.779297322,,,,,
2013-01-25,1.246,1.726,1.783591684,,,,,
2013-01-28,1.284,1.764,1.837986936,,,,,
2013-01-29,1.294,1.774,1.852301476,,,,,
2013-01-30,1.294,1.774,1.852301476,,,,,
2013-01-31,1.278,1.758,1.829398212,,,,,
2013-02-01,1.298,1.778,1.858027292,,,,,
2013-02-04,1.288,1.768,1.843712752,,,,,
2013-02-05,1.3,1.78,1.8608902,,,,,
2013-02-06,1.311,1.791,1.876636194,,,,,
2013-02-07,1.308,1.788,1.872341832,,,,,
2013-02-08,1.318,1.798,1.886656372,,,,,
2013-02-18,1.307,1.787,1.870910378,,,,,
2013-02-19,1.282,1.762,1.835124028,,,,,
2013-02-20,1.301,1.781,1.862321654,,,,,
2013-02-21,1.278,1.758,1.829398212,,,,,
2013-02-22,1.274,1.754,1.823672396,,,,,
2013-02-25,1.281,1.761,1.833692574,,,,,
2013-02-26,1.275,1.755,1.82510385,,,,,
2013-02-27,1.285,1.765,1.83941839,,,,,
2013-02-28,1.317,1.797,1.885224918,,,,,
2013-03-01,1.326,1.806,1.898108004,,,,,
2013-03-04,1.264,1.744,1.809357856,,,,,
2013-03-05,1.299,1.779,1.859458746,,,,,
2013-03-06,1.311,1.791,1.876636194,,,,,
2013-03-07,1.292,1.772,1.849438568,,,,,
2013-03-08,1.28,1.76,1.83226112,,,,,
2013-03-11,1.277,1.757,1.827966758,,,,,
2013-03-12,1.252,1.732,1.792180408,,,,,
2013-03-13,1.244,1.724,1.780728776,,,,,
2013-03-14,1.26,1.74,1.80363204,,,,,
2013-03-15,1.261,1.741,1.805063494,,,,,
2013-03-18,1.252,1.732,1.792180408,,,,,
2013-03-19,1.258,1.738,1.800769132,,,,,
2013-03-20,1.298,1.778,1.858027292,,,,,
2013-03-21,1.305,1.785,1.86804747,,,,,
2013-03-22,1.305,1.785,1.86804747,,,,,
2013-03-25,1.306,1.786,1.869478924,,,,,
2013-03-26,1.3,1.78,1.8608902,,,,,
2013-03-27,1.314,1.794,1.880930556,,,,,
2013-03-28,1.278,1.758,1.829398212,,,,,
2013-03-29,1.273,1.753,1.822240942,,,,,
2013-04-01,1.274,1.754,1.823672396,,,,,
2013-04-02,1.258,1.738,1.800769132,,,,,
2013-04-03,1.255,1.735,1.79647477,,,,,
2013-04-08,1.256,1.736,1.797906224,,,,,
2013-04-09,1.269,1.749,1.816515126,,,,,
2013-04-10,1.263,1.743,1.807926402,,,,,
2013-04-11,1.262,1.742,1.806494948,,,,,
2013-04-12,1.258,1.738,1.800769132,,,,,
2013-04-15,1.252,1.732,1.792180408,,,,,
2013-04-16,1.268,1.748,1.815083672,,,,,
2013-04-17,1.284,1.764,1.837986936,,,,,
2013-04-18,1.287,1.767,1.842281298,,,,,
2013-04-19,1.308,1.788,1.872341832,,,,,
2013-04-22,1.305,1.785,1.86804747,,,,,
2013-04-23,1.267,1.747,1.813652218,,,,,
2013-04-24,1.292,1.772,1.849438568,,,,,
2013-04-25,1.274,1.754,1.823672396,,,,,
2013-04-26,1.258,1.738,1.800769132,,,,,
2013-05-02,1.27,1.75,1.81794658,,,,,
2013-05-03,1.289,1.769,1.845144206,,,,,
2013-05-06,1.303,1.783,1.865184562,,,,,
2013-05-07,1.301,1.781,1.862321654,,,,,
2013-05-08,1.311,1.791,1.876636194,,,,,
2013-05-09,1.303,1.783,1.865184562,,,,,
2013-05-10,1.304,1.784,1.866616016,,,,,
2013-05-13,1.3,1.78,1.8608902,,,,,
2013-05-14,1.285,1.765,1.83941839,,,,,
2013-05-15,1.295,1.775,1.85373293,,,,,
2013-05-16,1.321,1.801,1.890950734,,,,,
2013-05-17,1.347,1.827,1.928168538,,,,,
2013-05-20,1.358,1.838,1.943914532,,,,,
2013-05-21,1.37,1.85,1.96109198,,,,,
2013-05-22,1.369,1.849,1.959660526,,,,,
2013-05-23,1.367,1.847,1.956797618,,,,,
2013-05-24,1.375,1.855,1.96824925,,,,,
2013-05-27,1.38,1.86,1.97540652,,,,,
2013-05-28,1.391,1.871,1.991152514,,,,,
2013-05-29,1.398,1.878,2.001172692,,,,,
2013-05-30,1.399,1.879,2.002604146,,,,,
2013-05-31,1.39,1.87,1.98972106,,,,,
2013-06-03,1.38,1.86,1.97540652,,,,,
2013-06-04,1.354,1.834,1.938188716,,,,,
2013-06-05,1.36,1.84,1.94677744,,,,,
2013-06-06,1.34,1.82,1.91814836,,,,,
2013-06-07,1.323,1.803,1.893813642,,,,,
2013-06-13,1.288,1.768,1.843712752,,,,,
2013-06-14,1.312,1.792,1.878067648,,,,,
2013-06-17,1.322,1.802,1.892382188,,,,,
2013-06-18,1.331,1.811,1.905265274,,,,,
2013-06-19,1.322,1.802,1.892382188,,,,,
2013-06-20,1.279,1.759,1.830829666,,,,,
2013-06-21,1.277,1.757,1.827966758,,,,,
2013-06-24,1.21,1.69,1.73205934,,,,,
2013-06-25,1.218,1.698,1.743510972,,,,,
2013-06-26,1.247,1.727,1.785023138,,,,,
2013-06-27,1.241,1.721,1.776434414,,,,,
2013-06-28,1.27,1.75,1.81794658,,,,,
2013-07-01,1.292,1.772,1.849438568,,,,,
2013-07-02,1.309,1.789,1.873773286,,,,,
2013-07-03,1.307,1.787,1.870910378,,,,,
2013-07-04,1.313,1.793,1.879499102,,,,,
2013-07-05,1.313,1.793,1.879499102,,,,,
2013-07-08,1.283,1.763,1.836555482,,,,,
2013-07-09,1.279,1.759,1.830829666,,,,,
2013-07-10,1.311,1.791,1.876636194,,,,,
2013-07-11,1.355,1.835,1.93962017,,,,,
2013-07-12,1.338,1.818,1.915285452,,,,,
2013-07-15,1.361,1.841,1.948208894,,,,,
2013-07-16,1.362,1.842,1.949640348,,,,,
2013-07-17,1.343,1.823,1.922442722,,,,,
2013-07-18,1.329,1.809,1.902402366,,,,,
2013-07-19,1.304,1.784,1.866616016,,,,,
2013-07-22,1.311,1.791,1.876636194,,,,,
2013-07-23,1.341,1.821,1.919579814,,,,,
2013-07-24,1.333,1.813,1.908128182,,,,,
2013-07-25,1.32,1.8,1.88951928,,,,,
2013-07-26,1.315,1.795,1.88236201,,,,,
2013-07-29,1.29,1.77,1.84657566,,,,,
2013-07-30,1.287,1.767,1.842281298,,,,,
2013-07-31,1.292,1.772,1.849438568,,,,,
2013-08-01,1.328,1.808,1.900970912,,,,,
2013-08-02,1.342,1.822,1.921011268,,,,,
2013-08-05,1.365,1.845,1.95393471,,,,,
2013-08-06,1.368,1.848,1.958229072,,,,,
2013-08-07,1.368,1.848,1.958229072,,,,,
2013-08-08,1.37,1.85,1.96109198,,,,,
2013-08-09,1.376,1.856,1.969680704,,,,,
2013-08-12,1.398,1.878,2.001172692,,,,,
2013-08-13,1.407,1.887,2.014055778,,,,,
2013-08-14,1.402,1.882,2.006898508,,,,,
2013-08-15,1.375,1.855,1.96824925,,,,,
2013-08-16,1.359,1.839,1.945345986,,,,,
2013-08-19,1.38,1.86,1.97540652,,,,,
2013-08-20,1.375,1.855,1.96824925,,,,,
2013-08-21,1.366,1.846,1.955366164,,,,,
2013-08-22,1.371,1.851,1.962523434,,,,,
2013-08-23,1.37,1.85,1.96109198,,,,,
2013-08-26,1.395,1.875,1.99687833,,,,,
2013-08-27,1.4,1.88,2.0040356,,,,,
2013-08-28,1.379,1.859,1.973975066,,,,,
2013-08-29,1.376,1.856,1.969680704,,,,,
2013-08-30,1.365,1.845,1.95393471,,,,,
2013-09-02,1.369,1.849,1.959660526,,,,,
2013-09-03,1.394,1.874,1.995446876,,,,,
2013-09-04,1.392,1.872,1.992583968,,,,,
2013-09-05,1.399,1.879,2.002604146,,,,,
2013-09-06,1.399,1.879,2.002604146,,,,,
2013-09-09,1.431,1.911,2.048410674,,,,,
2013-09-10,1.442,1.922,2.064156668,,,,,
2013-09-11,1.436,1.916,2.055567944,,,,,
2013-09-12,1.444,1.924,2.067019576,,,,,
2013-09-13,1.443,1.923,2.0655881220000003,,,,,
2013-09-16,1.441,1.921,2.0627252140000003,,,,,
2013-09-17,1.413,1.893,2.022644502,,,,,
2013-09-18,1.412,1.892,2.021213048,,,,,
2013-09-23,1.429,1.909,2.045547766,,,,,
2013-09-24,1.415,1.895,2.02550741,,,,,
2013-09-25,1.403,1.883,2.008329962,,,,,
2013-09-26,1.384,1.864,1.981132336,,,,,
2013-09-27,1.382,1.862,1.978269428,,,,,
2013-09-30,1.388,1.868,1.986858152,,,,,
2013-10-08,1.412,1.892,2.021213048,,,,,
2013-10-09,1.414,1.894,2.024075956,,,,,
2013-10-10,1.399,1.879,2.002604146,,,,,
2013-10-11,1.421,1.901,2.034096134,,,,,
2013-10-14,1.42,1.9,2.03266468,,,,,
2013-10-15,1.412,1.892,2.021213048,,,,,
2013-10-16,1.378,1.858,1.972543612,,,,,
2013-10-17,1.37,1.85,1.96109198,,,,,
2013-10-18,1.375,1.855,1.96824925,,,,,
2013-10-21,1.399,1.879,2.002604146,,,,,
2013-10-22,1.381,1.861,1.976837974,,,,,
2013-10-23,1.365,1.845,1.95393471,,,,,
2013-10-24,1.352,1.832,1.935325808,,,,,
2013-10-25,1.332,1.812,1.906696728,,,,,
2013-10-28,1.326,1.806,1.898108004,,,,,
2013-10-29,1.324,1.804,1.895245096,,,,,
2013-10-30,1.342,1.822,1.921011268,,,,,
2013-10-31,1.33,1.81,1.90383382,,,,,
2013-11-01,1.337,1.817,1.913853998,,,,,
2013-11-04,1.339,1.819,1.916716906,,,,,
2013-11-05,1.342,1.822,1.921011268,,,,,
2013-11-06,1.325,1.805,1.89667655,,,,,
2013-11-07,1.311,1.791,1.876636194,,,,,
2013-11-08,1.29,1.77,1.84657566,,,,,
2013-11-11,1.298,1.778,1.858027292,,,,,
2013-11-12,1.309,1.789,1.873773286,,,,,
2013-11-13,1.288,1.768,1.843712752,,,,,
2013-11-14,1.29,1.77,1.84657566,,,,,
2013-11-15,1.31,1.79,1.87520474,,,,,
2013-11-18,1.344,1.824,1.923874176,,,,,
2013-11-19,1.332,1.812,1.906696728,,,,,
2013-11-20,1.332,1.812,1.906696728,,,,,
2013-11-21,1.324,1.804,1.895245096,,,,,
2013-11-22,1.319,1.799,1.888087826,,,,,
2013-11-25,1.312,1.792,1.878067648,,,,,
2013-11-26,1.312,1.792,1.878067648,,,,,
2013-11-27,1.324,1.804,1.895245096,,,,,
2013-11-28,1.34,1.82,1.91814836,,,,,
2013-11-29,1.345,1.825,1.92530563,,,,,
2013-12-02,1.312,1.792,1.878067648,,,,,
2013-12-03,1.33,1.81,1.90383382,,,,,
2013-12-04,1.348,1.828,1.929599992,,,,,
2013-12-05,1.339,1.819,1.916716906,,,,,
2013-12-06,1.331,1.811,1.905265274,,,,,
2013-12-09,1.333,1.813,1.908128182,,,,,
2013-12-10,1.339,1.819,1.916716906,,,,,
2013-12-11,1.328,1.808,1.900970912,,,,,
2013-12-12,1.336,1.816,1.912422544,,,,,
2013-12-13,1.342,1.822,1.921011268,,,,,
2013-12-16,1.329,1.809,1.902402366,,,,,
2013-12-17,1.324,1.804,1.895245096,,,,,
2013-12-18,1.323,1.803,1.893813642,,,,,
2013-12-19,1.308,1.788,1.872341832,,,,,
2013-12-20,1.289,1.769,1.845144206,,,,,
2013-12-23,1.296,1.776,1.855164384,,,,,
2013-12-24,1.307,1.787,1.870910378,,,,,
2013-12-25,1.32,1.8,1.88951928,,,,,
2013-12-26,1.297,1.777,1.856595838,,,,,
2013-12-27,1.317,1.797,1.885224918,,,,,
2013-12-30,1.32,1.8,1.88951928,,,,,
2013-12-31,1.331,1.811,1.905265274,,,,,
