,date,OPEN,HIGH,LOW,CLOSE,PCT_CHG,NAV,NAV_ACC,NAV_ADJ
0,2020-07-22,,,,1.0,,1.0,1.0,1.0
1,2020-07-23,,,,1.0,,1.0,1.0,1.0
2,2020-07-24,,,,0.9913,,0.9913,0.9913,0.9913
3,2020-07-27,,,,0.9913,,0.9913,0.9913,0.9913
4,2020-07-28,,,,0.9913,,0.9913,0.9913,0.9913
5,2020-07-29,,,,0.9913,,0.9913,0.9913,0.9913
6,2020-07-30,,,,0.9913,,0.9913,0.9913,0.9913
7,2020-07-31,,,,1.0067,,1.0067,1.0067,1.0067
8,2020-08-03,,,,1.0067,,1.0067,1.0067,1.0067
9,2020-08-04,,,,1.0067,,1.0067,1.0067,1.0067
10,2020-08-05,,,,1.0067,,1.0067,1.0067,1.0067
11,2020-08-06,,,,1.0067,,1.0067,1.0067,1.0067
12,2020-08-07,,,,1.0039,,1.0039,1.0039,1.0039
13,2020-08-10,,,,1.0039,,1.0039,1.0039,1.0039
14,2020-08-11,,,,1.0039,,1.0039,1.0039,1.0039
15,2020-08-12,,,,1.0039,,1.0039,1.0039,1.0039
16,2020-08-13,,,,1.0039,,1.0039,1.0039,1.0039
17,2020-08-14,,,,1.001,,1.001,1.001,1.001
18,2020-08-17,,,,1.001,,1.001,1.001,1.001
19,2020-08-18,,,,1.001,,1.001,1.001,1.001
20,2020-08-19,,,,1.001,,1.001,1.001,1.001
21,2020-08-20,,,,1.001,,1.001,1.001,1.001
22,2020-08-21,,,,1.0024,,1.0024,1.0024,1.0024
23,2020-08-24,,,,1.0024,,1.0024,1.0024,1.0024
24,2020-08-25,,,,1.0024,,1.0024,1.0024,1.0024
25,2020-08-26,,,,1.0024,,1.0024,1.0024,1.0024
26,2020-08-27,,,,1.0024,,1.0024,1.0024,1.0024
27,2020-08-28,,,,1.0289,,1.0289,1.0289,1.0289
28,2020-08-31,,,,1.0289,,1.0289,1.0289,1.0289
29,2020-09-01,,,,1.0289,,1.0289,1.0289,1.0289
30,2020-09-02,,,,1.0289,,1.0289,1.0289,1.0289
31,2020-09-03,,,,1.0289,,1.0289,1.0289,1.0289
32,2020-09-04,,,,1.0183,,1.0183,1.0183,1.0183
33,2020-09-07,,,,1.0183,,1.0183,1.0183,1.0183
34,2020-09-08,,,,1.0183,,1.0183,1.0183,1.0183
