,date,OPEN,HIGH,LOW,CLOSE,PCT_CHG,NAV,NAV_ACC,NAV_ADJ
0,2019-12-04,,,,1.0,,1.0,1.0,1.0
1,2019-12-05,,,,1.0,,1.0,1.0,1.0
2,2019-12-06,,,,1.0001,,1.0001,1.0001,1.0001
3,2019-12-09,,,,1.0003,,1.0003,1.0003,1.0003
4,2019-12-10,,,,1.0004,,1.0004,1.0004,1.0004
5,2019-12-11,,,,1.0004,,1.0004,1.0004,1.0004
6,2019-12-12,,,,1.0005,,1.0005,1.0005,1.0005
7,2019-12-13,,,,1.0006,,1.0006,1.0006,1.0006
8,2019-12-16,,,,1.0006,,1.0006,1.0006,1.0006
9,2019-12-17,,,,1.0006,,1.0006,1.0006,1.0006
10,2019-12-18,,,,1.0006,,1.0006,1.0006,1.0006
11,2019-12-19,,,,1.0006,,1.0006,1.0006,1.0006
12,2019-12-20,,,,1.0011,,1.0011,1.0011,1.0011
13,2019-12-23,,,,1.0011,,1.0011,1.0011,1.0011
14,2019-12-24,,,,1.0011,,1.0011,1.0011,1.0011
15,2019-12-25,,,,1.0011,,1.0011,1.0011,1.0011
16,2019-12-26,,,,1.0011,,1.0011,1.0011,1.0011
17,2019-12-27,,,,1.0016,,1.0016,1.0016,1.0016
18,2019-12-30,,,,1.0016,,1.0016,1.0016,1.0016
19,2019-12-31,,,,1.0019,,1.0019,1.0019,1.0019
20,2020-01-02,,,,1.0019,,1.0019,1.0019,1.0019
21,2020-01-03,,,,1.0021,,1.0021,1.0021,1.0021
22,2020-01-06,,,,1.0021,,1.0021,1.0021,1.0021
23,2020-01-07,,,,1.0021,,1.0021,1.0021,1.0021
24,2020-01-08,,,,1.0021,,1.0021,1.0021,1.0021
25,2020-01-09,,,,1.0021,,1.0021,1.0021,1.0021
26,2020-01-10,,,,1.0026,,1.0026,1.0026,1.0026
27,2020-01-13,,,,1.0028,,1.0028,1.0028,1.0028
28,2020-01-14,,,,1.0029,,1.0029,1.0029,1.0029
29,2020-01-15,,,,1.003,,1.003,1.003,1.003
30,2020-01-16,,,,1.003,,1.003,1.003,1.003
31,2020-01-17,,,,1.0031,,1.0031,1.0031,1.0031
32,2020-01-20,,,,1.0032,,1.0032,1.0032,1.0032
33,2020-01-21,,,,1.0032,,1.0032,1.0032,1.0032
34,2020-01-22,,,,1.0033,,1.0033,1.0033,1.0033
35,2020-01-23,,,,1.0034,,1.0034,1.0034,1.0034
36,2020-02-03,,,,1.0045,,1.0045,1.0045,1.0045
37,2020-02-04,,,,1.0046,,1.0046,1.0046,1.0046
38,2020-02-05,,,,1.0047,,1.0047,1.0047,1.0047
39,2020-02-06,,,,1.0049,,1.0049,1.0049,1.0049
40,2020-02-07,,,,1.0051,,1.0051,1.0051,1.0051
41,2020-02-10,,,,1.0054,,1.0054,1.0054,1.0054
42,2020-02-11,,,,1.0056,,1.0056,1.0056,1.0056
43,2020-02-12,,,,1.0056,,1.0056,1.0056,1.0056
44,2020-02-13,,,,1.0057,,1.0057,1.0057,1.0057
45,2020-02-14,,,,1.0058,,1.0058,1.0058,1.0058
46,2020-02-17,,,,1.006,,1.006,1.006,1.006
47,2020-02-18,,,,1.006,,1.006,1.006,1.006
48,2020-02-19,,,,1.0061,,1.0061,1.0061,1.0061
49,2020-02-20,,,,1.0062,,1.0062,1.0062,1.0062
50,2020-02-21,,,,1.0062,,1.0062,1.0062,1.0062
51,2020-02-24,,,,1.0065,,1.0065,1.0065,1.0065
52,2020-02-25,,,,1.0065,,1.0065,1.0065,1.0065
53,2020-02-26,,,,1.0067,,1.0067,1.0067,1.0067
54,2020-02-27,,,,1.0069,,1.0069,1.0069,1.0069
55,2020-02-28,,,,1.0070000000000001,,1.0070000000000001,1.0070000000000001,1.0070000000000001
56,2020-03-02,,,,1.0072,,1.0072,1.0072,1.0072
57,2020-03-03,,,,1.0073,,1.0073,1.0073,1.0073
58,2020-03-04,,,,1.0076,,1.0076,1.0076,1.0076
59,2020-03-05,,,,1.0077,,1.0077,1.0077,1.0077
60,2020-03-06,,,,1.008,,1.008,1.008,1.008
61,2020-03-09,,,,1.0086,,1.0086,1.0086,1.0086
62,2020-03-10,,,,1.0086,,1.0086,1.0086,1.0086
63,2020-03-11,,,,1.0085,,1.0085,1.0085,1.0085
64,2020-03-12,,,,1.0085,,1.0085,1.0085,1.0085
65,2020-03-13,,,,1.0085,,1.0085,1.0085,1.0085
66,2020-03-16,,,,1.0087,,1.0087,1.0087,1.0087
67,2020-03-17,,,,1.0085,,1.0085,1.0085,1.0085
68,2020-03-18,,,,1.0087,,1.0087,1.0087,1.0087
69,2020-03-19,,,,1.0089,,1.0089,1.0089,1.0089
70,2020-03-20,,,,1.0092,,1.0092,1.0092,1.0092
