,date,OPEN,HIGH,LOW,CLOSE,PCT_CHG,NAV,NAV_ACC,NAV_ADJ
0,2020-10-30,,,,1.0031,,1.0031,1.0136,1.0031
1,2020-11-02,,,,1.0033,,1.0033,1.0138,1.0033
2,2020-11-03,,,,1.0035,,1.0035,1.014,1.0035
3,2020-11-04,,,,1.0036,,1.0036,1.0141,1.0036
4,2020-11-05,,,,1.0036,,1.0036,1.0141,1.0036
5,2020-11-06,,,,1.0035,,1.0035,1.014,1.0035
6,2020-11-09,,,,1.0035,,1.0035,1.014,1.0035
7,2020-11-10,,,,1.0036,,1.0036,1.0141,1.0036
8,2020-11-11,,,,1.0037,,1.0037,1.0142,1.0037
9,2020-11-12,,,,1.0036,,1.0036,1.0141,1.0036
10,2020-11-13,,,,1.0034,,1.0034,1.0139,1.0034
11,2020-11-16,,,,1.0036,,1.0036,1.0141,1.0036
12,2020-11-17,,,,1.0036,,1.0036,1.0141,1.0036
13,2020-11-18,,,,1.0033,,1.0033,1.0138,1.0033
14,2020-11-19,,,,1.003,,1.003,1.0135,1.003
15,2020-11-20,,,,1.0029,,1.0029,1.0134,1.0029
16,2020-11-23,,,,1.0036,,1.0036,1.0141,1.0036
17,2020-11-24,,,,1.0035,,1.0035,1.014,1.0035
18,2020-11-25,,,,1.0038,,1.0038,1.0143,1.0038
19,2020-11-26,,,,1.004,,1.004,1.0145,1.004
20,2020-11-27,,,,1.0041,,1.0041,1.0146,1.0041
21,2020-11-30,,,,1.005,,1.005,1.0155,1.005
22,2020-12-01,,,,1.0051,,1.0051,1.0156,1.0051
23,2020-12-02,,,,1.005,,1.005,1.0155,1.005
24,2020-12-03,,,,1.005,,1.005,1.0155,1.005
25,2020-12-04,,,,1.0052,,1.0052,1.0157,1.0052
26,2020-12-07,,,,1.0055,,1.0055,1.016,1.0055
27,2020-12-08,,,,1.0059,,1.0059,1.0164,1.0059
28,2020-12-09,,,,1.0061,,1.0061,1.0166,1.0061
29,2020-12-10,,,,1.0064,,1.0064,1.0169,1.0064
30,2020-12-11,,,,1.0062,,1.0062,1.0167,1.0062
31,2020-12-14,,,,1.0065,,1.0065,1.0170000000000001,1.0065
32,2020-12-15,,,,1.0070000000000001,,1.0070000000000001,1.0175,1.0070000000000001
33,2020-12-16,,,,1.0074,,1.0074,1.0179,1.0074
34,2020-12-17,,,,1.0076,,1.0076,1.0181,1.0076
35,2020-12-18,,,,1.0076,,1.0076,1.0181,1.0076
36,2020-12-21,,,,1.0083,,1.0083,1.0188,1.0083
37,2020-12-22,,,,1.0088,,1.0088,1.0193,1.0088
38,2020-12-23,,,,1.0089,,1.0089,1.0194,1.0089
39,2020-12-24,,,,1.0088,,1.0088,1.0193,1.0088
40,2020-12-25,,,,1.0090000000000001,,1.0090000000000001,1.0195,1.0090000000000001
41,2020-12-28,,,,1.0096,,1.0096,1.0201,1.0096
42,2020-12-29,,,,1.0099,,1.0099,1.0204,1.0099
43,2020-12-30,,,,1.0104,,1.0104,1.0209,1.0104
44,2020-12-31,,,,1.0106,,1.0106,1.0211,1.0106
45,2021-01-04,,,,1.0105,,1.0105,1.021,1.0105
46,2021-01-05,,,,1.0109,,1.0109,1.0214,1.0109
47,2021-01-06,,,,1.0112,,1.0112,1.0217,1.0112
48,2021-01-07,,,,1.0116,,1.0116,1.0221,1.0116
49,2021-01-08,,,,1.0117,,1.0117,1.0222,1.0117
50,2021-01-11,,,,1.0117,,1.0117,1.0222,1.0117
51,2021-01-12,,,,1.0119,,1.0119,1.0224,1.0119
52,2021-01-13,,,,1.0124,,1.0124,1.0229,1.0124
53,2021-01-14,,,,1.0124,,1.0124,1.0229,1.0124
54,2021-01-15,,,,1.0115,,1.0115,1.022,1.0115
55,2021-01-18,,,,1.0106,,1.0106,1.0211,1.0106
56,2021-01-19,,,,1.0105,,1.0105,1.021,1.0105
57,2021-01-20,,,,1.0109,,1.0109,1.0214,1.0109
58,2021-01-21,,,,1.0115,,1.0115,1.022,1.0115
59,2021-01-22,,,,1.0116,,1.0116,1.0221,1.0116
60,2021-01-25,,,,1.0114,,1.0114,1.0219,1.0114
61,2021-01-26,,,,1.0103,,1.0103,1.0208,1.0103
62,2021-01-27,,,,1.01,,1.01,1.0205,1.01
