,date,OPEN,HIGH,LOW,CLOSE,PCT_CHG,NAV,NAV_ACC,NAV_ADJ
0,2020-08-19,,,,1.0,,1.0,1.0,1.0
1,2020-08-20,,,,1.0001,,1.0001,1.0001,1.0001
2,2020-08-21,,,,1.0,,1.0,1.0,1.0
3,2020-08-24,,,,1.0003,,1.0003,1.0003,1.0003
4,2020-08-25,,,,1.0003,,1.0003,1.0003,1.0003
5,2020-08-26,,,,1.0003,,1.0003,1.0003,1.0003
6,2020-08-27,,,,1.0004,,1.0004,1.0004,1.0004
7,2020-08-28,,,,1.0004,,1.0004,1.0004,1.0004
8,2020-08-31,,,,1.0006,,1.0006,1.0006,1.0006
9,2020-09-01,,,,1.0008,,1.0008,1.0008,1.0008
10,2020-09-02,,,,1.0008,,1.0008,1.0008,1.0008
11,2020-09-03,,,,1.0009,,1.0009,1.0009,1.0009
12,2020-09-04,,,,1.0009,,1.0009,1.0009,1.0009
13,2020-09-07,,,,1.001,,1.001,1.001,1.001
14,2020-09-08,,,,1.001,,1.001,1.001,1.001
15,2020-09-09,,,,1.0011,,1.0011,1.0011,1.0011
16,2020-09-10,,,,1.0012,,1.0012,1.0012,1.0012
17,2020-09-11,,,,1.0013,,1.0013,1.0013,1.0013
18,2020-09-14,,,,1.0016,,1.0016,1.0016,1.0016
19,2020-09-15,,,,1.0018,,1.0018,1.0018,1.0018
20,2020-09-16,,,,1.0021,,1.0021,1.0021,1.0021
21,2020-09-17,,,,1.002,,1.002,1.002,1.002
22,2020-09-18,,,,1.0022,,1.0022,1.0022,1.0022
23,2020-09-21,,,,1.0021,,1.0021,1.0021,1.0021
24,2020-09-22,,,,1.0021,,1.0021,1.0021,1.0021
25,2020-09-23,,,,1.0022,,1.0022,1.0022,1.0022
26,2020-09-24,,,,1.0022,,1.0022,1.0022,1.0022
27,2020-09-25,,,,1.0022,,1.0022,1.0022,1.0022
28,2020-09-28,,,,1.0022,,1.0022,1.0022,1.0022
29,2020-09-29,,,,1.0023,,1.0023,1.0023,1.0023
30,2020-09-30,,,,1.0028,,1.0028,1.0028,1.0028
31,2020-10-09,,,,1.0034,,1.0034,1.0034,1.0034
32,2020-10-12,,,,1.0035,,1.0035,1.0035,1.0035
33,2020-10-13,,,,1.0036,,1.0036,1.0036,1.0036
34,2020-10-14,,,,1.0036,,1.0036,1.0036,1.0036
35,2020-10-15,,,,1.0037,,1.0037,1.0037,1.0037
36,2020-10-16,,,,1.0038,,1.0038,1.0038,1.0038
37,2020-10-19,,,,1.0039,,1.0039,1.0039,1.0039
38,2020-10-20,,,,1.0039,,1.0039,1.0039,1.0039
39,2020-10-21,,,,1.0041,,1.0041,1.0041,1.0041
40,2020-10-22,,,,1.0042,,1.0042,1.0042,1.0042
41,2020-10-23,,,,1.001,,1.001,1.0042,1.0041999968000002
42,2020-10-26,,,,1.0012,,1.0012,1.0044,1.0044006361600002
43,2020-10-27,,,,1.0012,,1.0012,1.0044,1.0044006361600002
44,2020-10-28,,,,1.0012,,1.0012,1.0044,1.0044006361600002
45,2020-10-29,,,,1.0012,,1.0012,1.0044,1.0044006361600002
46,2020-10-30,,,,1.0012,,1.0012,1.0044,1.0044006361600002
47,2020-11-02,,,,1.0016,,1.0016,1.0048,1.0048019148799998
48,2020-11-03,,,,1.0017,,1.0017,1.0049,1.00490223456
49,2020-11-04,,,,1.0018,,1.0018,1.005,1.0050025542399998
50,2020-11-05,,,,1.0019,,1.0019,1.0051,1.00510287392
51,2020-11-06,,,,1.0019,,1.0019,1.0051,1.00510287392
52,2020-11-09,,,,1.0021,,1.0021,1.0053,1.00530351328
53,2020-11-10,,,,1.0022,,1.0022,1.0054,1.0054038329600001
54,2020-11-11,,,,1.0022,,1.0022,1.0054,1.0054038329600001
55,2020-11-12,,,,1.0022,,1.0022,1.0054,1.0054038329600001
56,2020-11-13,,,,1.0021,,1.0021,1.0053,1.00530351328
57,2020-11-16,,,,1.0022,,1.0022,1.0054,1.0054038329600001
58,2020-11-17,,,,1.0023,,1.0023,1.0055,1.00550415264
59,2020-11-18,,,,1.0022,,1.0022,1.0054,1.0054038329600001
60,2020-11-19,,,,1.0021,,1.0021,1.0053,1.00530351328
61,2020-11-20,,,,1.002,,1.002,1.0052,1.0052031936
62,2020-11-23,,,,1.0022,,1.0022,1.0054,1.0054038329600001
