,中债-国债总财富(总值)指数,中债-信用债总财富(总值)指数,沪深300指数(全收益),上证50(全收益),SGE黄金9999
2010-06-17,0.3437651581388116,0.5972603824386135,0.015745508087068583,0.015516871540106858,0.027712079795399497
2010-06-18,0.34310829354433237,0.5979783953372533,0.015514741506394971,0.015457271544860915,0.02794129806715832
2010-06-21,0.3437651581388116,0.5972603824386135,0.015745508087068583,0.015516871540106858,0.027712079795399497
2010-06-22,0.3440244645052712,0.5974617272811726,0.01576544859581074,0.01549170992432803,0.027256649693417293
2010-06-23,0.343940695928588,0.5977208355004526,0.015629096205162264,0.015367538938112083,0.02734183342768502
2010-06-24,0.3441331711126953,0.5977001243830534,0.015636639340654124,0.015396781965018579,0.027133283198578596
2010-06-25,0.34436562352594335,0.5973895368554903,0.015513316151626046,0.015401677201519576,0.02732984626542073
2010-06-28,0.3437651581388116,0.5972603824386135,0.015745508087068583,0.015516871540106858,0.027712079795399497
2010-06-29,0.3446192510592281,0.5980894601241538,0.015041199901777791,0.014908567450674788,0.027341521464165436
2010-06-30,0.3447829904485284,0.59808664064509,0.014867351153444192,0.014788426417524498,0.027474591335412947
2010-07-01,0.3341162978247152,0.6044654948583913,0.016064178339650077,0.016084964651458176,0.029269064325785243
2010-07-02,0.3342883625635317,0.6048206328152773,0.016126529665827127,0.01621140896817004,0.028553065987193742
2010-07-05,0.3341162978247152,0.6044654948583913,0.016064178339650077,0.016084964651458176,0.029269064325785243
2010-07-06,0.3343692292686206,0.6038474743439849,0.016355953023070607,0.016309835058036078,0.029117508306287815
2010-07-07,0.3343688970157051,0.6041350819904034,0.016463947486908097,0.016333760692875662,0.02869831281410759
2010-07-08,0.3341940129048773,0.604026516322315,0.016433576489744767,0.01632818592684009,0.029017708356222485
2010-07-09,0.33384036187615423,0.6037488383119344,0.016874018601793956,0.016691311011983283,0.028845470198133667
2010-07-12,0.3341162978247152,0.6044654948583913,0.016064178339650077,0.016084964651458176,0.029269064325785243
2010-07-13,0.3346181886249687,0.6046439659139058,0.015809811905265658,0.015837928748779352,0.029090104807080637
2010-07-14,0.3343618100929785,0.6044524061682909,0.01590429359196827,0.015935000215157646,0.029346489931604713
2010-07-15,0.3344199357930672,0.6049844922470997,0.015637339747752624,0.015663966758870794,0.029294265453209973
2010-07-16,0.33433307235407816,0.6051131723781227,0.01567608523375531,0.01564598434178565,0.029231685692258477
2010-07-19,0.3341162978247152,0.6044654948583913,0.016064178339650077,0.016084964651458176,0.029269064325785243
2010-07-20,0.3337531925833521,0.604418152218961,0.016413232068992877,0.016349917067124756,0.029065506061569355
2010-07-21,0.3336389437200282,0.6043634263782789,0.01644402782226258,0.01638317611747253,0.02917042596195786
2010-07-22,0.3334528767901866,0.6043102772389459,0.01664183357864617,0.016545695328339594,0.029049317063881853
2010-07-23,0.3331241850986868,0.6041768589807096,0.01671019675070828,0.016641385836599066,0.029347373333296334
2010-07-26,0.3341162978247152,0.6044654948583913,0.016064178339650077,0.016084964651458176,0.029269064325785243
2010-07-27,0.3341724828308268,0.6047802017471546,0.015987238539704938,0.01596425914326484,0.029095817739048613
2010-07-28,0.3339186398140166,0.6046799338224105,0.016373036301795974,0.016353121636531368,0.028675268425245353
2010-07-29,0.33384573434074805,0.6046187423229211,0.016447659834409753,0.016428459227846616,0.028659404274074096
2010-07-30,0.3337601837529459,0.6047999142419769,0.016400698717623542,0.016373486620122772,0.028665716667330594
2010-08-02,0.33211843620343956,0.6108278511832588,0.01495076646103746,0.01512106541527994,0.02698188073698424
2010-08-03,0.3321652954000697,0.6112674412905944,0.014696922438415316,0.014850869120480547,0.027019471750439984
2010-08-04,0.3322284858897512,0.6109551767401252,0.01474002543397775,0.014863440496292462,0.0272128714398532
2010-08-05,0.3323502895577563,0.611148980628834,0.01460982040528372,0.01466050051762732,0.027230408890498648
2010-08-06,0.3323527234078101,0.6107082911345998,0.014838745526767453,0.014835691826648368,0.027264548104174297
2010-08-09,0.33211843620343956,0.6108278511832588,0.01495076646103746,0.01512106541527994,0.02698188073698424
2010-08-10,0.33245385308340186,0.6114641701266664,0.014524985482020305,0.014727633153672337,0.02682935815423913
2010-08-11,0.3325297932011204,0.6112873466108525,0.014606427236176295,0.014758889448717628,0.026817543503133198
2010-08-12,0.3327795392271533,0.6113687575013642,0.014421064529521258,0.014553562369471489,0.026877076372489636
2010-08-13,0.33241377060522076,0.6111488092890259,0.014602489990561882,0.014657703897915753,0.027177226217275707
2010-08-16,0.33211843620343956,0.6108278511832588,0.01495076646103746,0.01512106541527994,0.02698188073698424
2010-08-17,0.3320149104617216,0.6106702825446416,0.015048195228689628,0.015180202658829179,0.027086409106117634
2010-08-18,0.33207557390227255,0.6107953225929571,0.01502305028508621,0.015140916690293228,0.026965136529390615
2010-08-19,0.33184026922292176,0.6106258385675624,0.01510579384083735,0.015280119002976806,0.027147979365701447
2010-08-20,0.3319967468038517,0.6109513474703848,0.014817848569959395,0.015076242928857257,0.027157814226946547
2010-08-23,0.33211843620343956,0.6108278511832588,0.01495076646103746,0.01512106541527994,0.02698188073698424
2010-08-24,0.3321580409433052,0.6109126743871772,0.015028626099956702,0.015097225538423686,0.026803433031137136
2010-08-25,0.332329545499774,0.6112069359932882,0.014678970990803846,0.014755653264475246,0.027028894251658685
2010-08-26,0.33219530502670674,0.6110948184229703,0.014714807403536083,0.014752105516810155,0.027242963629976757
2010-08-27,0.33225551914161516,0.6111409805104686,0.014760870611889139,0.014777008781012532,0.02706562095501448
2010-08-30,0.33211843620343956,0.6108278511832588,0.01495076646103746,0.01512106541527994,0.02698188073698424
2010-08-31,0.33227969479408936,0.610885148580363,0.014895409914732965,0.014981174914070687,0.026958571796743883
2010-09-01,0.35389272834848345,0.5826650064662902,0.017185515005811173,0.017390910771717467,0.02886583940769765
2010-09-02,0.3536888954464916,0.5825869253738347,0.017398096501794764,0.017549462751933996,0.02877661992594464
2010-09-03,0.3536525132305034,0.5826283699382779,0.01739041660667505,0.01748779609144332,0.02884090413310027
2010-09-06,0.35389272834848345,0.5826650064662902,0.017185515005811173,0.017390910771717467,0.02886583940769765
2010-09-07,0.3537333174119325,0.5827917795395455,0.017241631065542457,0.01737845570478009,0.028854816278199098
2010-09-08,0.35371480154501683,0.5827504059812026,0.017228045948164822,0.0172292011161742,0.029077545409440977
2010-09-09,0.3539295067021972,0.5832630101601147,0.01693310545607441,0.01691629389510636,0.028958083786506626
2010-09-10,0.35387058405381144,0.5834572414982151,0.01698112452781385,0.016905704470077124,0.02878534545008181
2010-09-13,0.35389272834848345,0.5826650064662902,0.017185515005811173,0.017390910771717467,0.02886583940769765
2010-09-14,0.35382975871452826,0.5826185006723366,0.01720223191918979,0.017417700023967243,0.02893180866997822
2010-09-15,0.35387325264298336,0.5828135941614084,0.016910569158166574,0.017137345032895056,0.02926523900454672
2010-09-16,0.35418283916123505,0.5831534785324062,0.01660776802066221,0.016845997307353124,0.029209916978343665
2010-09-17,0.3540763378895712,0.5830119013067657,0.01662557137509963,0.016832457105996824,0.029453732322566734
2010-09-20,0.35389272834848345,0.5826650064662902,0.017185515005811173,0.017390910771717467,0.02886583940769765
2010-09-21,0.35404960040602595,0.582524627333093,0.017236395141671797,0.017428985966857533,0.028760391152351548
2010-09-27,0.35389272834848345,0.5826650064662902,0.017185515005811173,0.017390910771717467,0.02886583940769765
2010-09-28,0.35410003345274,0.5829534544873394,0.017051920819625973,0.017236843125493437,0.028657748114801058
2010-09-29,0.3540452581568308,0.5826402743015406,0.01700907714990097,0.017274989382092317,0.02903040100963475
2010-09-30,0.3538262357019935,0.582141739996051,0.01735030238472209,0.017666442730114803,0.02901527918711804
2010-10-08,0.34787962552814583,0.5865623888870232,0.01827440172613263,0.018483857556166917,0.028799726302531536
2010-10-11,0.34787962552814583,0.5865623888870232,0.01827440172613263,0.018483857556166917,0.028799726302531536
2010-10-12,0.34747656995749643,0.5865329048121253,0.018504227082161987,0.01870339157161911,0.02878290657659716
2010-10-13,0.34717680273494533,0.586130408431023,0.018753283425859447,0.01899322043562662,0.028946284972545557
2010-10-14,0.3470074495550883,0.5855634402366364,0.018779735958321105,0.019295823659370583,0.029353550590583415
2010-10-15,0.3466176856076798,0.5846865479160419,0.019360399468926034,0.02010793653870829,0.02922743046864352
2010-10-18,0.34787962552814583,0.5865623888870232,0.01827440172613263,0.018483857556166917,0.028799726302531536
2010-10-19,0.3475304738187827,0.5861140791102267,0.01864454696270024,0.018771712753980912,0.028939187354309406
2010-10-20,0.346060119250019,0.5874246598935146,0.018899069671251368,0.01896612651862877,0.02865002466658629
2010-10-21,0.3460875136910856,0.5877021708215561,0.01881659657100873,0.018675127067658864,0.028718591848690557
2010-10-22,0.3464019403334609,0.5878370990904764,0.018843302583623982,0.01856159418740507,0.0283560638050335
2010-10-25,0.34787962552814583,0.5865623888870232,0.01827440172613263,0.018483857556166917,0.028799726302531536
2010-10-26,0.3477228376265449,0.5869833736152744,0.018228122753724575,0.018337311434817604,0.02872835456963861
2010-10-27,0.3480239843249837,0.587383081493591,0.01792345970149243,0.017981918650487615,0.02868755582944528
2010-10-28,0.34809834042675514,0.5874209372406887,0.017890758780495356,0.017972600270133626,0.02861736328192715
2010-10-29,0.3482357816957862,0.5873776595069156,0.017798392545311886,0.017692614439418507,0.028895551812567578
2010-11-01,0.30827286200708753,0.6123389901890296,0.02220525566308244,0.022084159218602146,0.03509873292219835
2010-11-02,0.30786648726305504,0.6128439874768333,0.02217402529752855,0.022049048972121035,0.03506645099046212
2010-11-03,0.3074256906514564,0.6134452246111849,0.021958886390801773,0.022056429226883043,0.03511376911967387
2010-11-04,0.307012799461116,0.613066081854593,0.02236006219357264,0.022351643514519456,0.03520941297619897
2010-11-05,0.3066086159281874,0.6124454836110877,0.02260440338762211,0.022577441649179242,0.03576405542392362
2010-11-08,0.30827286200708753,0.6123389901890296,0.02220525566308244,0.022084159218602146,0.03509873292219835
2010-11-09,0.3081578566379841,0.6123391851647177,0.02205899230905852,0.02177725802439419,0.035666707863845494
2010-11-10,0.3078893343578685,0.6131388273288303,0.021975520765580438,0.021547018956964523,0.0354492985907562
2010-11-11,0.30750505126578914,0.6129461381222622,0.022069620939562988,0.02182544830038299,0.03565374137200275
2010-11-12,0.30853444020620613,0.6145576571931436,0.020774756561930337,0.020722653426007234,0.035410492612712854
2010-11-15,0.30827286200708753,0.6123389901890296,0.02220525566308244,0.022084159218602146,0.03509873292219835
2010-11-16,0.3093771681538009,0.6132214048191665,0.021269042487756597,0.021143221385153052,0.0349891631541229
2010-11-17,0.3102853602521688,0.613478029627117,0.020839301645063372,0.020957452066110542,0.03443985640954027
2010-11-18,0.3103776795693373,0.6125930903747495,0.02110230212320289,0.021172836638002342,0.03475409129470816
2010-11-19,0.31008301598824567,0.6125697487386802,0.02132407882588674,0.02120810636260926,0.034815050084578
2010-11-22,0.30827286200708753,0.6123389901890296,0.02220525566308244,0.022084159218602146,0.03509873292219835
2010-11-23,0.3083457907862376,0.6128676375714125,0.021792642757755543,0.021704806170900114,0.035289122713694325
2010-11-24,0.3078836225484001,0.6122400592521878,0.022284939385015145,0.02206741841094501,0.03552396040345214
2010-11-25,0.3078107983819897,0.6117784030391562,0.02261664087247795,0.022371105872824225,0.03542305183355238
2010-11-26,0.3076275091761977,0.6123762660030893,0.022450887438518898,0.022154387041730412,0.0353909503404643
2010-11-29,0.30827286200708753,0.6123389901890296,0.02220525566308244,0.022084159218602146,0.03509873292219835
2010-11-30,0.30880375724269743,0.6124463860825595,0.021846190098689967,0.02174309011269754,0.03516057646335558
2010-12-01,0.3075097297160992,0.602383670492919,0.0246756942365524,0.024892715390392124,0.040538190164037285
2010-12-02,0.30772153839598904,0.601884771175115,0.02480102365774775,0.02504168952431599,0.04055097724683218
2010-12-03,0.3077219342381304,0.6018763055559315,0.02482384223963879,0.02516491587822378,0.040413002088075516
2010-12-06,0.3075097297160992,0.602383670492919,0.0246756942365524,0.024892715390392124,0.040538190164037285
2010-12-07,0.30746016306324075,0.6019558919435746,0.024908357852755605,0.025034140126409678,0.04064144701401932
2010-12-08,0.3077703802873708,0.6028631718222787,0.02471531703997714,0.024716910995522874,0.039934219854850496
2010-12-09,0.3078688262576711,0.6033371169035664,0.02436436767568016,0.024473778208120096,0.03995591095496203
2010-12-10,0.30761383260170755,0.6029509209598547,0.02464254115553429,0.024760413729642373,0.0400322915532607
2010-12-13,0.3075097297160992,0.602383670492919,0.0246756942365524,0.024892715390392124,0.040538190164037285
2010-12-14,0.3074825088064809,0.6022128320968626,0.02473506053452749,0.02483544239289679,0.040734156169232254
2010-12-15,0.3078499283384324,0.6025080529506627,0.024566342856648937,0.024641049036837368,0.04043462681741871
2010-12-16,0.30809903908112585,0.602682604081008,0.02443814687151661,0.024431784180281114,0.0403484257860684
2010-12-17,0.3081339661117184,0.6029336522371914,0.024397985333956367,0.024376510240971778,0.0401578860761618
2010-12-20,0.3075097297160992,0.602383670492919,0.0246756942365524,0.024892715390392124,0.040538190164037285
2010-12-21,0.307007379496291,0.6019322236088686,0.025194329242241915,0.025479684372739453,0.040386383279859106
2010-12-22,0.3071233457015352,0.6023661182478072,0.02494152670397142,0.025152245487207122,0.040416763859479
2010-12-23,0.30706756808243973,0.6027416115631803,0.0247478451660888,0.02511337704213581,0.040329598146155186
2010-12-24,0.3071051764759865,0.6028902815477808,0.024555422300421535,0.02506524424468182,0.04038387543112897
2010-12-27,0.3075097297160992,0.602383670492919,0.0246756942365524,0.024892715390392124,0.040538190164037285
2010-12-28,0.3075815515031666,0.6029272844994952,0.024265594358708627,0.024574610121713674,0.04065095951691599
2010-12-29,0.3075312956177384,0.6026010218057117,0.02437925662014709,0.024591276788731516,0.04089714916767125
2010-12-30,0.30765615954278436,0.6025473795093585,0.024380524909026518,0.024488567343783817,0.04092736869504692
2010-12-31,0.30730511281520473,0.602112253530781,0.02484902911607735,0.024834690739388758,0.04089891379854849
